"country";"energy_type";"year";"emission";"per_capita_emission"
"Malta";"Consumed natural gas (MMtonnes CO2)";2021;1;0.007126096
"Mexico";"Consumed natural gas (MMtonnes CO2)";2021;171;0.007126096
"Moldova";"Consumed natural gas (MMtonnes CO2)";2021;5;0.007126096
"Morocco";"Consumed natural gas (MMtonnes CO2)";2021;2;0.007126096
"Mozambique";"Consumed natural gas (MMtonnes CO2)";2021;3;0.007126096
"Netherlands";"Consumed natural gas (MMtonnes CO2)";2021;70;0.007126096
"New Zealand";"Consumed natural gas (MMtonnes CO2)";2021;8;0.007126096
"Niger";"Consumed natural gas (MMtonnes CO2)";2021;0;0.007126096
"Nigeria";"Consumed natural gas (MMtonnes CO2)";2021;37;0.007126096
"North Macedonia";"Consumed natural gas (MMtonnes CO2)";2021;1;0.007126096
"Norway";"Consumed natural gas (MMtonnes CO2)";2021;11;0.007126096
"Oman";"Consumed natural gas (MMtonnes CO2)";2021;49;0.007126096
"Pakistan";"Consumed natural gas (MMtonnes CO2)";2021;65;0.007126096
"Panama";"Consumed natural gas (MMtonnes CO2)";2021;1;0.007126096
"Papua New Guinea";"Consumed natural gas (MMtonnes CO2)";2021;0;0.007126096
"Peru";"Consumed natural gas (MMtonnes CO2)";2021;18;0.007126096
"Philippines";"Consumed natural gas (MMtonnes CO2)";2021;6;0.007126096
"Poland";"Consumed natural gas (MMtonnes CO2)";2021;41;0.007126096
"Portugal";"Consumed natural gas (MMtonnes CO2)";2021;12;0.007126096
"Puerto Rico";"Consumed natural gas (MMtonnes CO2)";2021;4;0.007126096
"Qatar";"Consumed natural gas (MMtonnes CO2)";2021;90;0.007126096
"Romania";"Consumed natural gas (MMtonnes CO2)";2021;22;0.007126096
"Russia";"Consumed natural gas (MMtonnes CO2)";2021;948;0.007126096
"Rwanda";"Consumed natural gas (MMtonnes CO2)";2021;0;0.007126096
"Saudi Arabia";"Consumed natural gas (MMtonnes CO2)";2021;227;0.007126096
"Senegal";"Consumed natural gas (MMtonnes CO2)";2021;0;0.007126096
"Serbia";"Consumed natural gas (MMtonnes CO2)";2021;6;0.007126096
"Singapore";"Consumed natural gas (MMtonnes CO2)";2021;27;0.007126096
"Slovakia";"Consumed natural gas (MMtonnes CO2)";2021;11;0.007126096
"Slovenia";"Consumed natural gas (MMtonnes CO2)";2021;2;0.007126096
"South Africa";"Consumed natural gas (MMtonnes CO2)";2021;8;0.007126096
"South Korea";"Consumed natural gas (MMtonnes CO2)";2021;125;0.007126096
"Spain";"Consumed natural gas (MMtonnes CO2)";2021;69;0.007126096
"Suriname";"Consumed natural gas (MMtonnes CO2)";2021;0;0.007126096
"Sweden";"Consumed natural gas (MMtonnes CO2)";2021;3;0.007126096
"Switzerland";"Consumed natural gas (MMtonnes CO2)";2021;7;0.007126096
"Syria";"Consumed natural gas (MMtonnes CO2)";2021;6;0.007126096
"Taiwan";"Consumed natural gas (MMtonnes CO2)";2021;54;0.007126096
"Tajikistan";"Consumed natural gas (MMtonnes CO2)";2021;0;0.007126096
"Tanzania";"Consumed natural gas (MMtonnes CO2)";2021;3;0.007126096
"Thailand";"Consumed natural gas (MMtonnes CO2)";2021;91;0.007126096
"The Bahamas";"Consumed natural gas (MMtonnes CO2)";2021;0;0.007126096
"Togo";"Consumed natural gas (MMtonnes CO2)";2021;0;0.007126096
"Trinidad and Tobago";"Consumed natural gas (MMtonnes CO2)";2021;32;0.007126096
"Tunisia";"Consumed natural gas (MMtonnes CO2)";2021;11;0.007126096
"Turkiye";"Consumed natural gas (MMtonnes CO2)";2021;114;0.007126096
"Turkmenistan";"Consumed natural gas (MMtonnes CO2)";2021;81;0.007126096
"Ukraine";"Consumed natural gas (MMtonnes CO2)";2021;49;0.007126096
"United Arab Emirates";"Consumed natural gas (MMtonnes CO2)";2021;132;0.007126096
"United Kingdom";"Consumed natural gas (MMtonnes CO2)";2021;155;0.007126096
"United States";"Consumed natural gas (MMtonnes CO2)";2021;1656;0.007126096
"Uruguay";"Consumed natural gas (MMtonnes CO2)";2021;0;0.007126096
"Uzbekistan";"Consumed natural gas (MMtonnes CO2)";2021;86;0.007126096
"Venezuela";"Consumed natural gas (MMtonnes CO2)";2021;43;0.007126096
"Vietnam";"Consumed natural gas (MMtonnes CO2)";2021;14;0.007126096
"Yemen";"Consumed natural gas (MMtonnes CO2)";2021;0;0.007126096
"Albania";"Consumed natural gas (MMtonnes CO2)";2023;0;0.007126096
"Algeria";"Consumed natural gas (MMtonnes CO2)";2023;105;0.007126096
"Angola";"Consumed natural gas (MMtonnes CO2)";2023;2;0.007126096
"Argentina";"Consumed natural gas (MMtonnes CO2)";2023;90;0.007126096
"Armenia";"Consumed natural gas (MMtonnes CO2)";2023;5;0.007126096
"Australia";"Consumed natural gas (MMtonnes CO2)";2023;93;0.007126096
"Austria";"Consumed natural gas (MMtonnes CO2)";2023;13;0.007126096
"Azerbaijan";"Consumed natural gas (MMtonnes CO2)";2023;25;0.007126096
"Bahrain";"Consumed natural gas (MMtonnes CO2)";2023;39;0.007126096
"Bangladesh";"Consumed natural gas (MMtonnes CO2)";2023;57;0.007126096
"Barbados";"Consumed natural gas (MMtonnes CO2)";2023;0;0.007126096
"Belarus";"Consumed natural gas (MMtonnes CO2)";2023;29;0.007126096
"Belgium";"Consumed natural gas (MMtonnes CO2)";2023;27;0.007126096
"Benin";"Consumed natural gas (MMtonnes CO2)";2023;0;0.007126096
"Bolivia";"Consumed natural gas (MMtonnes CO2)";2023;8;0.007126096
"Bosnia and Herzegovina";"Consumed natural gas (MMtonnes CO2)";2023;0;0.007126096
"Brazil";"Consumed natural gas (MMtonnes CO2)";2023;53;0.007126096
"Brunei";"Consumed natural gas (MMtonnes CO2)";2023;8;0.007126096
"Bulgaria";"Consumed natural gas (MMtonnes CO2)";2023;5;0.007126096
"Burma";"Consumed natural gas (MMtonnes CO2)";2023;8;0.007126096
"Cameroon";"Consumed natural gas (MMtonnes CO2)";2023;1;0.007126096
"Canada";"Consumed natural gas (MMtonnes CO2)";2023;259;0.007126096
"Chile";"Consumed natural gas (MMtonnes CO2)";2023;13;0.007126096
"China";"Consumed natural gas (MMtonnes CO2)";2023;774;0.007126096
"Colombia";"Consumed natural gas (MMtonnes CO2)";2023;21;0.007126096
"Congo-Brazzaville";"Consumed natural gas (MMtonnes CO2)";2023;1;0.007126096
"Cote d'Ivoire";"Consumed natural gas (MMtonnes CO2)";2023;5;0.007126096
"Croatia";"Consumed natural gas (MMtonnes CO2)";2023;5;0.007126096
"Cuba";"Consumed natural gas (MMtonnes CO2)";2023;2;0.007126096
"Czechia";"Consumed natural gas (MMtonnes CO2)";2023;13;0.007126096
"Denmark";"Consumed natural gas (MMtonnes CO2)";2023;5;0.007126096
"Dominican Republic";"Consumed natural gas (MMtonnes CO2)";2023;4;0.007126096
"Ecuador";"Consumed natural gas (MMtonnes CO2)";2023;1;0.007126096
"Egypt";"Consumed natural gas (MMtonnes CO2)";2023;115;0.007126096
"El Salvador";"Consumed natural gas (MMtonnes CO2)";2023;1;0.007126096
"Equatorial Guinea";"Consumed natural gas (MMtonnes CO2)";2023;5;0.007126096
"Estonia";"Consumed natural gas (MMtonnes CO2)";2023;1;0.007126096
"Finland";"Consumed natural gas (MMtonnes CO2)";2023;3;0.007126096
"France";"Consumed natural gas (MMtonnes CO2)";2023;69;0.007126096
"Gabon";"Consumed natural gas (MMtonnes CO2)";2023;1;0.007126096
"Georgia";"Consumed natural gas (MMtonnes CO2)";2023;5;0.007126096
"Germany";"Consumed natural gas (MMtonnes CO2)";2023;159;0.007126096
"Ghana";"Consumed natural gas (MMtonnes CO2)";2023;7;0.007126096
"Gibraltar";"Consumed natural gas (MMtonnes CO2)";2023;0;0.007126096
"Greece";"Consumed natural gas (MMtonnes CO2)";2023;7;0.007126096
"Guatemala";"Consumed natural gas (MMtonnes CO2)";2023;0;0.007126096
"Guyana";"Consumed natural gas (MMtonnes CO2)";2023;0;0.007126096
"Haiti";"Consumed natural gas (MMtonnes CO2)";2023;0;0.007126096
"Hong Kong";"Consumed natural gas (MMtonnes CO2)";2023;10;0.007126096
"Hungary";"Consumed natural gas (MMtonnes CO2)";2023;16;0.007126096
"India";"Consumed natural gas (MMtonnes CO2)";2023;124;0.007126096
"Indonesia";"Consumed natural gas (MMtonnes CO2)";2023;78;0.007126096
"Iran";"Consumed natural gas (MMtonnes CO2)";2023;499;0.007126096
"Iraq";"Consumed natural gas (MMtonnes CO2)";2023;38;0.007126096
"Ireland";"Consumed natural gas (MMtonnes CO2)";2023;10;0.007126096
"Israel";"Consumed natural gas (MMtonnes CO2)";2023;24;0.007126096
"Italy";"Consumed natural gas (MMtonnes CO2)";2023;119;0.007126096
"Jamaica";"Consumed natural gas (MMtonnes CO2)";2023;2;0.007126096
"Japan";"Consumed natural gas (MMtonnes CO2)";2023;190;0.007126096
"Jordan";"Consumed natural gas (MMtonnes CO2)";2023;9;0.007126096
"Kazakhstan";"Consumed natural gas (MMtonnes CO2)";2023;44;0.007126096
"Kuwait";"Consumed natural gas (MMtonnes CO2)";2023;52;0.007126096
"Kyrgyzstan";"Consumed natural gas (MMtonnes CO2)";2023;1;0.007126096
"Latvia";"Consumed natural gas (MMtonnes CO2)";2023;2;0.007126096
"Libya";"Consumed natural gas (MMtonnes CO2)";2023;17;0.007126096
"Lithuania";"Consumed natural gas (MMtonnes CO2)";2023;3;0.007126096
"Luxembourg";"Consumed natural gas (MMtonnes CO2)";2023;1;0.007126096
"Macau";"Consumed natural gas (MMtonnes CO2)";2023;0;0.007126096
"Malaysia";"Consumed natural gas (MMtonnes CO2)";2023;93;0.007126096
"Malta";"Consumed natural gas (MMtonnes CO2)";2023;1;0.007126096
"Mexico";"Consumed natural gas (MMtonnes CO2)";2023;181;0.007126096
"Moldova";"Consumed natural gas (MMtonnes CO2)";2023;4;0.007126096
"Morocco";"Consumed natural gas (MMtonnes CO2)";2023;2;0.007126096
"Mozambique";"Consumed natural gas (MMtonnes CO2)";2023;3;0.007126096
"Netherlands";"Consumed natural gas (MMtonnes CO2)";2023;52;0.007126096
"New Zealand";"Consumed natural gas (MMtonnes CO2)";2023;7;0.007126096
"Niger";"Consumed natural gas (MMtonnes CO2)";2023;0;0.007126096
"Nigeria";"Consumed natural gas (MMtonnes CO2)";2023;39;0.007126096
"North Macedonia";"Consumed natural gas (MMtonnes CO2)";2023;1;0.007126096
"Norway";"Consumed natural gas (MMtonnes CO2)";2023;10;0.007126096
"Oman";"Consumed natural gas (MMtonnes CO2)";2023;55;0.007126096
"Pakistan";"Consumed natural gas (MMtonnes CO2)";2023;59;0.007126096
"Panama";"Consumed natural gas (MMtonnes CO2)";2023;1;0.007126096
"Papua New Guinea";"Consumed natural gas (MMtonnes CO2)";2023;1;0.007126096
"Peru";"Consumed natural gas (MMtonnes CO2)";2023;22;0.007126096
"Philippines";"Consumed natural gas (MMtonnes CO2)";2023;6;0.007126096
"Poland";"Consumed natural gas (MMtonnes CO2)";2023;37;0.007126096
"Portugal";"Consumed natural gas (MMtonnes CO2)";2023;9;0.007126096
"Puerto Rico";"Consumed natural gas (MMtonnes CO2)";2023;5;0.007126096
"Qatar";"Consumed natural gas (MMtonnes CO2)";2023;100;0.007126096
"Romania";"Consumed natural gas (MMtonnes CO2)";2023;17;0.007126096
"Russia";"Consumed natural gas (MMtonnes CO2)";2023;912;0.007126096
"Rwanda";"Consumed natural gas (MMtonnes CO2)";2023;0;0.007126096
"Saudi Arabia";"Consumed natural gas (MMtonnes CO2)";2023;238;0.007126096
"Senegal";"Consumed natural gas (MMtonnes CO2)";2023;0;0.007126096
"Serbia";"Consumed natural gas (MMtonnes CO2)";2023;5;0.007126096
"Singapore";"Consumed natural gas (MMtonnes CO2)";2023;26;0.007126096
"Slovakia";"Consumed natural gas (MMtonnes CO2)";2023;8;0.007126096
"Slovenia";"Consumed natural gas (MMtonnes CO2)";2023;2;0.007126096
"South Africa";"Consumed natural gas (MMtonnes CO2)";2023;8;0.007126096
"South Korea";"Consumed natural gas (MMtonnes CO2)";2023;120;0.007126096
"Spain";"Consumed natural gas (MMtonnes CO2)";2023;59;0.007126096
"Suriname";"Consumed natural gas (MMtonnes CO2)";2023;0;0.007126096
"Sweden";"Consumed natural gas (MMtonnes CO2)";2023;2;0.007126096
"Switzerland";"Consumed natural gas (MMtonnes CO2)";2023;6;0.007126096
"Syria";"Consumed natural gas (MMtonnes CO2)";2023;5;0.007126096
"Taiwan";"Consumed natural gas (MMtonnes CO2)";2023;56;0.007126096
"Tajikistan";"Consumed natural gas (MMtonnes CO2)";2023;0;0.007126096
"Tanzania";"Consumed natural gas (MMtonnes CO2)";2023;4;0.007126096
"Thailand";"Consumed natural gas (MMtonnes CO2)";2023;96;0.007126096
"The Bahamas";"Consumed natural gas (MMtonnes CO2)";2023;0;0.007126096
"Togo";"Consumed natural gas (MMtonnes CO2)";2023;0;0.007126096
"Trinidad and Tobago";"Consumed natural gas (MMtonnes CO2)";2023;30;0.007126096
"Tunisia";"Consumed natural gas (MMtonnes CO2)";2023;10;0.007126096
"Turkiye";"Consumed natural gas (MMtonnes CO2)";2023;97;0.007126096
"Turkmenistan";"Consumed natural gas (MMtonnes CO2)";2023;88;0.007126096
"Ukraine";"Consumed natural gas (MMtonnes CO2)";2023;37;0.007126096
"United Arab Emirates";"Consumed natural gas (MMtonnes CO2)";2023;133;0.007126096
"United Kingdom";"Consumed natural gas (MMtonnes CO2)";2023;127;0.007126096
"United States";"Consumed natural gas (MMtonnes CO2)";2023;1760;0.007126096
"Uruguay";"Consumed natural gas (MMtonnes CO2)";2023;0;0.007126096
"Uzbekistan";"Consumed natural gas (MMtonnes CO2)";2023;85;0.007126096
"Venezuela";"Consumed natural gas (MMtonnes CO2)";2023;49;0.007126096
"Vietnam";"Consumed natural gas (MMtonnes CO2)";2023;15;0.007126096
"Yemen";"Consumed natural gas (MMtonnes CO2)";2023;0;0.007126096
"Albania";"Consumed natural gas (MMtonnes CO2)";2022;0;0.007126096
"Algeria";"Consumed natural gas (MMtonnes CO2)";2022;102;0.007126096
"Angola";"Consumed natural gas (MMtonnes CO2)";2022;3;0.007126096
"Argentina";"Consumed natural gas (MMtonnes CO2)";2022;92;0.007126096
"Armenia";"Consumed natural gas (MMtonnes CO2)";2022;6;0.007126096
"Australia";"Consumed natural gas (MMtonnes CO2)";2022;97;0.007126096
"Austria";"Consumed natural gas (MMtonnes CO2)";2022;16;0.007126096
"Azerbaijan";"Consumed natural gas (MMtonnes CO2)";2022;27;0.007126096
"Bahrain";"Consumed natural gas (MMtonnes CO2)";2022;37;0.007126096
"Bangladesh";"Consumed natural gas (MMtonnes CO2)";2022;58;0.007126096
"Barbados";"Consumed natural gas (MMtonnes CO2)";2022;0;0.007126096
"Belarus";"Consumed natural gas (MMtonnes CO2)";2022;32;0.007126096
"Belgium";"Consumed natural gas (MMtonnes CO2)";2022;29;0.007126096
"Benin";"Consumed natural gas (MMtonnes CO2)";2022;0;0.007126096
"Bolivia";"Consumed natural gas (MMtonnes CO2)";2022;7;0.007126096
"Bosnia and Herzegovina";"Consumed natural gas (MMtonnes CO2)";2022;0;0.007126096
"Brazil";"Consumed natural gas (MMtonnes CO2)";2022;57;0.007126096
"Brunei";"Consumed natural gas (MMtonnes CO2)";2022;7;0.007126096
"Bulgaria";"Consumed natural gas (MMtonnes CO2)";2022;5;0.007126096
"Burma";"Consumed natural gas (MMtonnes CO2)";2022;8;0.007126096
"Cameroon";"Consumed natural gas (MMtonnes CO2)";2022;1;0.007126096
"Canada";"Consumed natural gas (MMtonnes CO2)";2022;256;0.007126096
"Chile";"Consumed natural gas (MMtonnes CO2)";2022;13;0.007126096
"China";"Consumed natural gas (MMtonnes CO2)";2022;721;0.007126096
"Colombia";"Consumed natural gas (MMtonnes CO2)";2022;20;0.007126096
"Congo-Brazzaville";"Consumed natural gas (MMtonnes CO2)";2022;1;0.007126096
"Cote d'Ivoire";"Consumed natural gas (MMtonnes CO2)";2022;5;0.007126096
"Croatia";"Consumed natural gas (MMtonnes CO2)";2022;5;0.007126096
"Cuba";"Consumed natural gas (MMtonnes CO2)";2022;2;0.007126096
"Czechia";"Consumed natural gas (MMtonnes CO2)";2022;15;0.007126096
"Denmark";"Consumed natural gas (MMtonnes CO2)";2022;5;0.007126096
"Dominican Republic";"Consumed natural gas (MMtonnes CO2)";2022;5;0.007126096
"Ecuador";"Consumed natural gas (MMtonnes CO2)";2022;1;0.007126096
"Egypt";"Consumed natural gas (MMtonnes CO2)";2022;116;0.007126096
"El Salvador";"Consumed natural gas (MMtonnes CO2)";2022;0;0.007126096
"Equatorial Guinea";"Consumed natural gas (MMtonnes CO2)";2022;4;0.007126096
"Estonia";"Consumed natural gas (MMtonnes CO2)";2022;1;0.007126096
"Finland";"Consumed natural gas (MMtonnes CO2)";2022;2;0.007126096
"France";"Consumed natural gas (MMtonnes CO2)";2022;78;0.007126096
"Gabon";"Consumed natural gas (MMtonnes CO2)";2022;1;0.007126096
"Georgia";"Consumed natural gas (MMtonnes CO2)";2022;6;0.007126096
"Germany";"Consumed natural gas (MMtonnes CO2)";2022;163;0.007126096
"Ghana";"Consumed natural gas (MMtonnes CO2)";2022;8;0.007126096
"Gibraltar";"Consumed natural gas (MMtonnes CO2)";2022;0;0.007126096
"Greece";"Consumed natural gas (MMtonnes CO2)";2022;10;0.007126096
"Guatemala";"Consumed natural gas (MMtonnes CO2)";2022;0;0.007126096
"Guyana";"Consumed natural gas (MMtonnes CO2)";2022;0;0.007126096
"Haiti";"Consumed natural gas (MMtonnes CO2)";2022;0;0.007126096
"Hong Kong";"Consumed natural gas (MMtonnes CO2)";2022;9;0.007126096
"Hungary";"Consumed natural gas (MMtonnes CO2)";2022;18;0.007126096
"India";"Consumed natural gas (MMtonnes CO2)";2022;123;0.007126096
"Indonesia";"Consumed natural gas (MMtonnes CO2)";2022;73;0.007126096
"Iran";"Consumed natural gas (MMtonnes CO2)";2022;485;0.007126096
"Iraq";"Consumed natural gas (MMtonnes CO2)";2022;38;0.007126096
"Ireland";"Consumed natural gas (MMtonnes CO2)";2022;11;0.007126096
"Israel";"Consumed natural gas (MMtonnes CO2)";2022;23;0.007126096
"Italy";"Consumed natural gas (MMtonnes CO2)";2022;132;0.007126096
"Jamaica";"Consumed natural gas (MMtonnes CO2)";2022;1;0.007126096
"Japan";"Consumed natural gas (MMtonnes CO2)";2022;200;0.007126096
"Jordan";"Consumed natural gas (MMtonnes CO2)";2022;9;0.007126096
"Kazakhstan";"Consumed natural gas (MMtonnes CO2)";2022;41;0.007126096
"Kuwait";"Consumed natural gas (MMtonnes CO2)";2022;48;0.007126096
"Kyrgyzstan";"Consumed natural gas (MMtonnes CO2)";2022;1;0.007126096
"Latvia";"Consumed natural gas (MMtonnes CO2)";2022;2;0.007126096
"Libya";"Consumed natural gas (MMtonnes CO2)";2022;18;0.007126096
"Lithuania";"Consumed natural gas (MMtonnes CO2)";2022;3;0.007126096
"Luxembourg";"Consumed natural gas (MMtonnes CO2)";2022;1;0.007126096
"Macau";"Consumed natural gas (MMtonnes CO2)";2022;0;0.007126096
"Malaysia";"Consumed natural gas (MMtonnes CO2)";2022;94;0.007126096
"Malta";"Consumed natural gas (MMtonnes CO2)";2022;1;0.007126096
"Mexico";"Consumed natural gas (MMtonnes CO2)";2022;169;0.007126096
"Moldova";"Consumed natural gas (MMtonnes CO2)";2022;4;0.007126096
"Morocco";"Consumed natural gas (MMtonnes CO2)";2022;0;0.007126096
"Mozambique";"Consumed natural gas (MMtonnes CO2)";2022;3;0.007126096
"Netherlands";"Consumed natural gas (MMtonnes CO2)";2022;56;0.007126096
"New Zealand";"Consumed natural gas (MMtonnes CO2)";2022;7;0.007126096
"Niger";"Consumed natural gas (MMtonnes CO2)";2022;0;0.007126096
"Nigeria";"Consumed natural gas (MMtonnes CO2)";2022;35;0.007126096
"North Macedonia";"Consumed natural gas (MMtonnes CO2)";2022;1;0.007126096
"Norway";"Consumed natural gas (MMtonnes CO2)";2022;10;0.007126096
"Oman";"Consumed natural gas (MMtonnes CO2)";2022;52;0.007126096
"Pakistan";"Consumed natural gas (MMtonnes CO2)";2022;60;0.007126096
"Panama";"Consumed natural gas (MMtonnes CO2)";2022;1;0.007126096
"Papua New Guinea";"Consumed natural gas (MMtonnes CO2)";2022;1;0.007126096
"Peru";"Consumed natural gas (MMtonnes CO2)";2022;20;0.007126096
"Philippines";"Consumed natural gas (MMtonnes CO2)";2022;6;0.007126096
"Poland";"Consumed natural gas (MMtonnes CO2)";2022;35;0.007126096
"Portugal";"Consumed natural gas (MMtonnes CO2)";2022;11;0.007126096
"Puerto Rico";"Consumed natural gas (MMtonnes CO2)";2022;3;0.007126096
"Qatar";"Consumed natural gas (MMtonnes CO2)";2022;87;0.007126096
"Romania";"Consumed natural gas (MMtonnes CO2)";2022;18;0.007126096
"Russia";"Consumed natural gas (MMtonnes CO2)";2022;896;0.007126096
"Rwanda";"Consumed natural gas (MMtonnes CO2)";2022;0;0.007126096
"Saudi Arabia";"Consumed natural gas (MMtonnes CO2)";2022;239;0.007126096
"Senegal";"Consumed natural gas (MMtonnes CO2)";2022;0;0.007126096
"Serbia";"Consumed natural gas (MMtonnes CO2)";2022;5;0.007126096
"Singapore";"Consumed natural gas (MMtonnes CO2)";2022;27;0.007126096
"Slovakia";"Consumed natural gas (MMtonnes CO2)";2022;9;0.007126096
"Slovenia";"Consumed natural gas (MMtonnes CO2)";2022;2;0.007126096
"South Africa";"Consumed natural gas (MMtonnes CO2)";2022;7;0.007126096
"South Korea";"Consumed natural gas (MMtonnes CO2)";2022;125;0.007126096
"Spain";"Consumed natural gas (MMtonnes CO2)";2022;67;0.007126096
"Suriname";"Consumed natural gas (MMtonnes CO2)";2022;0;0.007126096
"Sweden";"Consumed natural gas (MMtonnes CO2)";2022;2;0.007126096
"Switzerland";"Consumed natural gas (MMtonnes CO2)";2022;6;0.007126096
"Syria";"Consumed natural gas (MMtonnes CO2)";2022;5;0.007126096
"Taiwan";"Consumed natural gas (MMtonnes CO2)";2022;57;0.007126096
"Tajikistan";"Consumed natural gas (MMtonnes CO2)";2022;0;0.007126096
"Tanzania";"Consumed natural gas (MMtonnes CO2)";2022;4;0.007126096
"Thailand";"Consumed natural gas (MMtonnes CO2)";2022;90;0.007126096
"The Bahamas";"Consumed natural gas (MMtonnes CO2)";2022;0;0.007126096
"Togo";"Consumed natural gas (MMtonnes CO2)";2022;0;0.007126096
"Trinidad and Tobago";"Consumed natural gas (MMtonnes CO2)";2022;31;0.007126096
"Tunisia";"Consumed natural gas (MMtonnes CO2)";2022;11;0.007126096
"Turkiye";"Consumed natural gas (MMtonnes CO2)";2022;103;0.007126096
"Turkmenistan";"Consumed natural gas (MMtonnes CO2)";2022;82;0.007126096
"Ukraine";"Consumed natural gas (MMtonnes CO2)";2022;36;0.007126096
"United Arab Emirates";"Consumed natural gas (MMtonnes CO2)";2022;131;0.007126096
"United Kingdom";"Consumed natural gas (MMtonnes CO2)";2022;142;0.007126096
"United States";"Consumed natural gas (MMtonnes CO2)";2022;1744;0.007126096
"Uruguay";"Consumed natural gas (MMtonnes CO2)";2022;0;0.007126096
"Uzbekistan";"Consumed natural gas (MMtonnes CO2)";2022;91;0.007126096
"Venezuela";"Consumed natural gas (MMtonnes CO2)";2022;48;0.007126096
"Vietnam";"Consumed natural gas (MMtonnes CO2)";2022;15;0.007126096
"Yemen";"Consumed natural gas (MMtonnes CO2)";2022;0;0.007126096
"Afghanistan";"Consumed natural gas (MMtonnes CO2)";2020;0;0.007126096
"Albania";"Consumed natural gas (MMtonnes CO2)";2020;0;0.007126096
"Algeria";"Consumed natural gas (MMtonnes CO2)";2020;89;0.007126096
"Angola";"Consumed natural gas (MMtonnes CO2)";2020;2;0.007126096
"Argentina";"Consumed natural gas (MMtonnes CO2)";2020;93;0.007126096
"Armenia";"Consumed natural gas (MMtonnes CO2)";2020;5;0.007126096
"Australia";"Consumed natural gas (MMtonnes CO2)";2020;91;0.007126096
"Austria";"Consumed natural gas (MMtonnes CO2)";2020;17;0.007126096
"Azerbaijan";"Consumed natural gas (MMtonnes CO2)";2020;23;0.007126096
"Bahrain";"Consumed natural gas (MMtonnes CO2)";2020;35;0.007126096
"Bangladesh";"Consumed natural gas (MMtonnes CO2)";2020;60;0.007126096
"Barbados";"Consumed natural gas (MMtonnes CO2)";2020;0;0.007126096
"Belarus";"Consumed natural gas (MMtonnes CO2)";2020;34;0.007126096
"Belgium";"Consumed natural gas (MMtonnes CO2)";2020;35;0.007126096
"Benin";"Consumed natural gas (MMtonnes CO2)";2020;0;0.007126096
"Bolivia";"Consumed natural gas (MMtonnes CO2)";2020;6;0.007126096
"Bosnia and Herzegovina";"Consumed natural gas (MMtonnes CO2)";2020;0;0.007126096
"Brazil";"Consumed natural gas (MMtonnes CO2)";2020;57;0.007126096
"Brunei";"Consumed natural gas (MMtonnes CO2)";2020;8;0.007126096
"Bulgaria";"Consumed natural gas (MMtonnes CO2)";2020;6;0.007126096
"Burma";"Consumed natural gas (MMtonnes CO2)";2020;8;0.007126096
"Cameroon";"Consumed natural gas (MMtonnes CO2)";2020;2;0.007126096
"Canada";"Consumed natural gas (MMtonnes CO2)";2020;235;0.007126096
"Chile";"Consumed natural gas (MMtonnes CO2)";2020;12;0.007126096
"China";"Consumed natural gas (MMtonnes CO2)";2020;643;0.007126096
"Colombia";"Consumed natural gas (MMtonnes CO2)";2020;20;0.007126096
"Congo-Brazzaville";"Consumed natural gas (MMtonnes CO2)";2020;1;0.007126096
"Cote d'Ivoire";"Consumed natural gas (MMtonnes CO2)";2020;4;0.007126096
"Croatia";"Consumed natural gas (MMtonnes CO2)";2020;6;0.007126096
"Cuba";"Consumed natural gas (MMtonnes CO2)";2020;2;0.007126096
"Czechia";"Consumed natural gas (MMtonnes CO2)";2020;17;0.007126096
"Denmark";"Consumed natural gas (MMtonnes CO2)";2020;6;0.007126096
"Dominican Republic";"Consumed natural gas (MMtonnes CO2)";2020;3;0.007126096
"Ecuador";"Consumed natural gas (MMtonnes CO2)";2020;1;0.007126096
"Egypt";"Consumed natural gas (MMtonnes CO2)";2020;119;0.007126096
"Equatorial Guinea";"Consumed natural gas (MMtonnes CO2)";2020;4;0.007126096
"Estonia";"Consumed natural gas (MMtonnes CO2)";2020;1;0.007126096
"Finland";"Consumed natural gas (MMtonnes CO2)";2020;5;0.007126096
"France";"Consumed natural gas (MMtonnes CO2)";2020;80;0.007126096
"Gabon";"Consumed natural gas (MMtonnes CO2)";2020;1;0.007126096
"Georgia";"Consumed natural gas (MMtonnes CO2)";2020;5;0.007126096
"Germany";"Consumed natural gas (MMtonnes CO2)";2020;169;0.007126096
"Ghana";"Consumed natural gas (MMtonnes CO2)";2020;6;0.007126096
"Gibraltar";"Consumed natural gas (MMtonnes CO2)";2020;0;0.007126096
"Greece";"Consumed natural gas (MMtonnes CO2)";2020;12;0.007126096
"Guatemala";"Consumed natural gas (MMtonnes CO2)";2020;0;0.007126096
"Guyana";"Consumed natural gas (MMtonnes CO2)";2020;0;0.007126096
"Haiti";"Consumed natural gas (MMtonnes CO2)";2020;0;0.007126096
"Hong Kong";"Consumed natural gas (MMtonnes CO2)";2020;10;0.007126096
"Hungary";"Consumed natural gas (MMtonnes CO2)";2020;20;0.007126096
"India";"Consumed natural gas (MMtonnes CO2)";2020;124;0.007126096
"Indonesia";"Consumed natural gas (MMtonnes CO2)";2020;72;0.007126096
"Iran";"Consumed natural gas (MMtonnes CO2)";2020;461;0.007126096
"Iraq";"Consumed natural gas (MMtonnes CO2)";2020;35;0.007126096
"Ireland";"Consumed natural gas (MMtonnes CO2)";2020;11;0.007126096
"Israel";"Consumed natural gas (MMtonnes CO2)";2020;22;0.007126096
