"country","energy","year","production"
"Bahrain","Nuclear (quad Btu)",2023,0
"Bangladesh","Nuclear (quad Btu)",2023,0
"Barbados","Nuclear (quad Btu)",2023,0
"Belize","Nuclear (quad Btu)",2023,0
"Benin","Nuclear (quad Btu)",2023,0
"Bermuda","Nuclear (quad Btu)",2023,0
"Bhutan","Nuclear (quad Btu)",2023,0
"Bolivia","Nuclear (quad Btu)",2023,0
"Bosnia and Herzegovina","Nuclear (quad Btu)",2023,0
"Botswana","Nuclear (quad Btu)",2023,0
"British Virgin Islands","Nuclear (quad Btu)",2023,0
"Brunei","Nuclear (quad Btu)",2023,0
"Burkina Faso","Nuclear (quad Btu)",2023,0
"Burma","Nuclear (quad Btu)",2023,0
"Burundi","Nuclear (quad Btu)",2023,0
"Cabo Verde","Nuclear (quad Btu)",2023,0
"Cambodia","Nuclear (quad Btu)",2023,0
"Cameroon","Nuclear (quad Btu)",2023,0
"Cayman Islands","Nuclear (quad Btu)",2023,0
"Central African Republic","Nuclear (quad Btu)",2023,0
"Chad","Nuclear (quad Btu)",2023,0
"Chile","Nuclear (quad Btu)",2023,0
"Colombia","Nuclear (quad Btu)",2023,0
"Comoros","Nuclear (quad Btu)",2023,0
"Congo-Brazzaville","Nuclear (quad Btu)",2023,0
"Congo-Kinshasa","Nuclear (quad Btu)",2023,0
"Cook Islands","Nuclear (quad Btu)",2023,0
"Costa Rica","Nuclear (quad Btu)",2023,0
"Cote d'Ivoire","Nuclear (quad Btu)",2023,0
"Croatia","Nuclear (quad Btu)",2023,0
"Cuba","Nuclear (quad Btu)",2023,0
"Cyprus","Nuclear (quad Btu)",2023,0
"Denmark","Nuclear (quad Btu)",2023,0
"Djibouti","Nuclear (quad Btu)",2023,0
"Dominica","Nuclear (quad Btu)",2023,0
"Dominican Republic","Nuclear (quad Btu)",2023,0
"Ecuador","Nuclear (quad Btu)",2023,0
"Egypt","Nuclear (quad Btu)",2023,0
"El Salvador","Nuclear (quad Btu)",2023,0
"Equatorial Guinea","Nuclear (quad Btu)",2023,0
"Eritrea","Nuclear (quad Btu)",2023,0
"Estonia","Nuclear (quad Btu)",2023,0
"Eswatini","Nuclear (quad Btu)",2023,0
"Ethiopia","Nuclear (quad Btu)",2023,0
"Falkland Islands","Nuclear (quad Btu)",2023,0
"Faroe Islands","Nuclear (quad Btu)",2023,0
"Fiji","Nuclear (quad Btu)",2023,0
"French Polynesia","Nuclear (quad Btu)",2023,0
"Gabon","Nuclear (quad Btu)",2023,0
"Gambia, The","Nuclear (quad Btu)",2023,0
"Georgia","Nuclear (quad Btu)",2023,0
"Ghana","Nuclear (quad Btu)",2023,0
"Gibraltar","Nuclear (quad Btu)",2023,0
"Greece","Nuclear (quad Btu)",2023,0
"Greenland","Nuclear (quad Btu)",2023,0
"Grenada","Nuclear (quad Btu)",2023,0
"Guam","Nuclear (quad Btu)",2023,0
"Guatemala","Nuclear (quad Btu)",2023,0
"Guinea","Nuclear (quad Btu)",2023,0
"Guinea-Bissau","Nuclear (quad Btu)",2023,0
"Guyana","Nuclear (quad Btu)",2023,0
"Haiti","Nuclear (quad Btu)",2023,0
"Honduras","Nuclear (quad Btu)",2023,0
"Hong Kong","Nuclear (quad Btu)",2023,0
"Iceland","Nuclear (quad Btu)",2023,0
"Indonesia","Nuclear (quad Btu)",2023,0
"Iraq","Nuclear (quad Btu)",2023,0
"Ireland","Nuclear (quad Btu)",2023,0
"Israel","Nuclear (quad Btu)",2023,0
"Italy","Nuclear (quad Btu)",2023,0
"Jamaica","Nuclear (quad Btu)",2023,0
"Jordan","Nuclear (quad Btu)",2023,0
"Kazakhstan","Nuclear (quad Btu)",2023,0
"Kenya","Nuclear (quad Btu)",2023,0
"Kiribati","Nuclear (quad Btu)",2023,0
"Kosovo","Nuclear (quad Btu)",2023,0
"Kuwait","Nuclear (quad Btu)",2023,0
"Kyrgyzstan","Nuclear (quad Btu)",2023,0
"Laos","Nuclear (quad Btu)",2023,0
"Latvia","Nuclear (quad Btu)",2023,0
"Lebanon","Nuclear (quad Btu)",2023,0
"Lesotho","Nuclear (quad Btu)",2023,0
"Liberia","Nuclear (quad Btu)",2023,0
"Libya","Nuclear (quad Btu)",2023,0
"Lithuania","Nuclear (quad Btu)",2023,0
"Luxembourg","Nuclear (quad Btu)",2023,0
"Macau","Nuclear (quad Btu)",2023,0
"Madagascar","Nuclear (quad Btu)",2023,0
"Malawi","Nuclear (quad Btu)",2023,0
"Malaysia","Nuclear (quad Btu)",2023,0
"Maldives","Nuclear (quad Btu)",2023,0
"Mali","Nuclear (quad Btu)",2023,0
"Malta","Nuclear (quad Btu)",2023,0
"Mauritania","Nuclear (quad Btu)",2023,0
"Mauritius","Nuclear (quad Btu)",2023,0
"Moldova","Nuclear (quad Btu)",2023,0
"Mongolia","Nuclear (quad Btu)",2023,0
"Montenegro","Nuclear (quad Btu)",2023,0
"Montserrat","Nuclear (quad Btu)",2023,0
"Morocco","Nuclear (quad Btu)",2023,0
"Mozambique","Nuclear (quad Btu)",2023,0
"Namibia","Nuclear (quad Btu)",2023,0
"Nauru","Nuclear (quad Btu)",2023,0
"Nepal","Nuclear (quad Btu)",2023,0
"Netherlands Antilles","Nuclear (quad Btu)",2023,0
"New Caledonia","Nuclear (quad Btu)",2023,0
"New Zealand","Nuclear (quad Btu)",2023,0
"Nicaragua","Nuclear (quad Btu)",2023,0
"Niger","Nuclear (quad Btu)",2023,0
"Nigeria","Nuclear (quad Btu)",2023,0
"Niue","Nuclear (quad Btu)",2023,0
"North Korea","Nuclear (quad Btu)",2023,0
"North Macedonia","Nuclear (quad Btu)",2023,0
"Norway","Nuclear (quad Btu)",2023,0
"Oman","Nuclear (quad Btu)",2023,0
"Palestinian Territories","Nuclear (quad Btu)",2023,0
"Panama","Nuclear (quad Btu)",2023,0
"Papua New Guinea","Nuclear (quad Btu)",2023,0
"Paraguay","Nuclear (quad Btu)",2023,0
"Peru","Nuclear (quad Btu)",2023,0
"Philippines","Nuclear (quad Btu)",2023,0
"Poland","Nuclear (quad Btu)",2023,0
"Portugal","Nuclear (quad Btu)",2023,0
"Puerto Rico","Nuclear (quad Btu)",2023,0
"Qatar","Nuclear (quad Btu)",2023,0
"Rwanda","Nuclear (quad Btu)",2023,0
"Saint Helena","Nuclear (quad Btu)",2023,0
"Saint Kitts and Nevis","Nuclear (quad Btu)",2023,0
"Saint Lucia","Nuclear (quad Btu)",2023,0
"Saint Pierre and Miquelon","Nuclear (quad Btu)",2023,0
"Saint Vincent/Grenadines","Nuclear (quad Btu)",2023,0
"Samoa","Nuclear (quad Btu)",2023,0
"Sao Tome and Principe","Nuclear (quad Btu)",2023,0
"Saudi Arabia","Nuclear (quad Btu)",2023,0
"Senegal","Nuclear (quad Btu)",2023,0
"Serbia","Nuclear (quad Btu)",2023,0
"Seychelles","Nuclear (quad Btu)",2023,0
"Sierra Leone","Nuclear (quad Btu)",2023,0
"Singapore","Nuclear (quad Btu)",2023,0
"Solomon Islands","Nuclear (quad Btu)",2023,0
"Somalia","Nuclear (quad Btu)",2023,0
"South Sudan","Nuclear (quad Btu)",2023,0
"Sri Lanka","Nuclear (quad Btu)",2023,0
"Sudan","Nuclear (quad Btu)",2023,0
"Suriname","Nuclear (quad Btu)",2023,0
"Syria","Nuclear (quad Btu)",2023,0
"Tajikistan","Nuclear (quad Btu)",2023,0
"Tanzania","Nuclear (quad Btu)",2023,0
"Thailand","Nuclear (quad Btu)",2023,0
"The Bahamas","Nuclear (quad Btu)",2023,0
"Timor-Leste","Nuclear (quad Btu)",2023,0
"Togo","Nuclear (quad Btu)",2023,0
"Tonga","Nuclear (quad Btu)",2023,0
"Trinidad and Tobago","Nuclear (quad Btu)",2023,0
"Tunisia","Nuclear (quad Btu)",2023,0
"Turkiye","Nuclear (quad Btu)",2023,0
"Turkmenistan","Nuclear (quad Btu)",2023,0
"Turks and Caicos Islands","Nuclear (quad Btu)",2023,0
"U.S. Virgin Islands","Nuclear (quad Btu)",2023,0
"Uganda","Nuclear (quad Btu)",2023,0
"Uruguay","Nuclear (quad Btu)",2023,0
"Uzbekistan","Nuclear (quad Btu)",2023,0
"Vanuatu","Nuclear (quad Btu)",2023,0
"Venezuela","Nuclear (quad Btu)",2023,0
"Vietnam","Nuclear (quad Btu)",2023,0
"Wake Island","Nuclear (quad Btu)",2023,0
"Western Sahara","Nuclear (quad Btu)",2023,0
"Yemen","Nuclear (quad Btu)",2023,0
"Zambia","Nuclear (quad Btu)",2023,0
"Zimbabwe","Nuclear (quad Btu)",2023,0
"Algeria","Coal (quad Btu)",2023,0
"American Samoa","Coal (quad Btu)",2023,0
"Angola","Coal (quad Btu)",2023,0
"Antarctica","Coal (quad Btu)",2023,0
"Antigua and Barbuda","Coal (quad Btu)",2023,0
"Aruba","Coal (quad Btu)",2023,0
"Austria","Coal (quad Btu)",2023,0
"Azerbaijan","Coal (quad Btu)",2023,0
"Bahrain","Coal (quad Btu)",2023,0
"Barbados","Coal (quad Btu)",2023,0
"Belarus","Coal (quad Btu)",2023,0
"Belgium","Coal (quad Btu)",2023,0
"Belize","Coal (quad Btu)",2023,0
"Benin","Coal (quad Btu)",2023,0
"Bermuda","Coal (quad Btu)",2023,0
"Bolivia","Coal (quad Btu)",2023,0
"British Virgin Islands","Coal (quad Btu)",2023,0
"Brunei","Coal (quad Btu)",2023,0
"Burkina Faso","Coal (quad Btu)",2023,0
"Burundi","Coal (quad Btu)",2023,0
"Cabo Verde","Coal (quad Btu)",2023,0
"Cameroon","Coal (quad Btu)",2023,0
"Cayman Islands","Coal (quad Btu)",2023,0
"Central African Republic","Coal (quad Btu)",2023,0
"Chad","Coal (quad Btu)",2023,0
"Comoros","Coal (quad Btu)",2023,0
"Congo-Brazzaville","Coal (quad Btu)",2023,0
"Congo-Kinshasa","Coal (quad Btu)",2023,0
"Cook Islands","Coal (quad Btu)",2023,0
"Costa Rica","Coal (quad Btu)",2023,0
"Cote d'Ivoire","Coal (quad Btu)",2023,0
"Croatia","Coal (quad Btu)",2023,0
"Cuba","Coal (quad Btu)",2023,0
"Cyprus","Coal (quad Btu)",2023,0
"Denmark","Coal (quad Btu)",2023,0
"Djibouti","Coal (quad Btu)",2023,0
"Dominica","Coal (quad Btu)",2023,0
"Dominican Republic","Coal (quad Btu)",2023,0
"Ecuador","Coal (quad Btu)",2023,0
"Egypt","Coal (quad Btu)",2023,0
"El Salvador","Coal (quad Btu)",2023,0
"Equatorial Guinea","Coal (quad Btu)",2023,0
"Eritrea","Coal (quad Btu)",2023,0
"Estonia","Coal (quad Btu)",2023,0
"Falkland Islands","Coal (quad Btu)",2023,0
"Faroe Islands","Coal (quad Btu)",2023,0
"Fiji","Coal (quad Btu)",2023,0
"Finland","Coal (quad Btu)",2023,0
"France","Coal (quad Btu)",2023,0
"French Guiana","Coal (quad Btu)",2023,0
"French Polynesia","Coal (quad Btu)",2023,0
"Gabon","Coal (quad Btu)",2023,0
"Gambia, The","Coal (quad Btu)",2023,0
"Ghana","Coal (quad Btu)",2023,0
"Gibraltar","Coal (quad Btu)",2023,0
"Greenland","Coal (quad Btu)",2023,0
"Grenada","Coal (quad Btu)",2023,0
"Guadeloupe","Coal (quad Btu)",2023,0
"Guam","Coal (quad Btu)",2023,0
"Guatemala","Coal (quad Btu)",2023,0
"Guinea","Coal (quad Btu)",2023,0
"Guinea-Bissau","Coal (quad Btu)",2023,0
"Guyana","Coal (quad Btu)",2023,0
"Haiti","Coal (quad Btu)",2023,0
"Honduras","Coal (quad Btu)",2023,0
"Hong Kong","Coal (quad Btu)",2023,0
"Iceland","Coal (quad Btu)",2023,0
"Iraq","Coal (quad Btu)",2023,0
"Ireland","Coal (quad Btu)",2023,0
"Israel","Coal (quad Btu)",2023,0
"Italy","Coal (quad Btu)",2023,0
"Jamaica","Coal (quad Btu)",2023,0
"Jordan","Coal (quad Btu)",2023,0
"Kenya","Coal (quad Btu)",2023,0
"Kiribati","Coal (quad Btu)",2023,0
"Kuwait","Coal (quad Btu)",2023,0
"Latvia","Coal (quad Btu)",2023,0
"Lebanon","Coal (quad Btu)",2023,0
"Liberia","Coal (quad Btu)",2023,0
"Libya","Coal (quad Btu)",2023,0
"Lithuania","Coal (quad Btu)",2023,0
"Luxembourg","Coal (quad Btu)",2023,0
"Macau","Coal (quad Btu)",2023,0
"Madagascar","Coal (quad Btu)",2023,0
"Maldives","Coal (quad Btu)",2023,0
"Mali","Coal (quad Btu)",2023,0
"Malta","Coal (quad Btu)",2023,0
"Martinique","Coal (quad Btu)",2023,0
"Mauritania","Coal (quad Btu)",2023,0
"Mauritius","Coal (quad Btu)",2023,0
"Micronesia","Coal (quad Btu)",2023,0
"Moldova","Coal (quad Btu)",2023,0
"Montserrat","Coal (quad Btu)",2023,0
"Morocco","Coal (quad Btu)",2023,0
"Namibia","Coal (quad Btu)",2023,0
"Nauru","Coal (quad Btu)",2023,0
"Netherlands","Coal (quad Btu)",2023,0
"Netherlands Antilles","Coal (quad Btu)",2023,0
"New Caledonia","Coal (quad Btu)",2023,0
"Nicaragua","Coal (quad Btu)",2023,0
"Niue","Coal (quad Btu)",2023,0
"Northern Mariana Islands","Coal (quad Btu)",2023,0
"Oman","Coal (quad Btu)",2023,0
"Palestinian Territories","Coal (quad Btu)",2023,0
"Panama","Coal (quad Btu)",2023,0
"Papua New Guinea","Coal (quad Btu)",2023,0
"Paraguay","Coal (quad Btu)",2023,0
"Portugal","Coal (quad Btu)",2023,0
"Puerto Rico","Coal (quad Btu)",2023,0
"Qatar","Coal (quad Btu)",2023,0
"Reunion","Coal (quad Btu)",2023,0
"Rwanda","Coal (quad Btu)",2023,0
"Saint Helena","Coal (quad Btu)",2023,0
"Saint Kitts and Nevis","Coal (quad Btu)",2023,0
"Saint Lucia","Coal (quad Btu)",2023,0
"Saint Pierre and Miquelon","Coal (quad Btu)",2023,0
"Saint Vincent/Grenadines","Coal (quad Btu)",2023,0
"Samoa","Coal (quad Btu)",2023,0
"Sao Tome and Principe","Coal (quad Btu)",2023,0
"Saudi Arabia","Coal (quad Btu)",2023,0
"Senegal","Coal (quad Btu)",2023,0
"Seychelles","Coal (quad Btu)",2023,0
"Sierra Leone","Coal (quad Btu)",2023,0
"Singapore","Coal (quad Btu)",2023,0
"Solomon Islands","Coal (quad Btu)",2023,0
"Somalia","Coal (quad Btu)",2023,0
"South Sudan","Coal (quad Btu)",2023,0
"Spain","Coal (quad Btu)",2023,0
"Sri Lanka","Coal (quad Btu)",2023,0
"Sudan","Coal (quad Btu)",2023,0
"Suriname","Coal (quad Btu)",2023,0
"Sweden","Coal (quad Btu)",2023,0
"Switzerland","Coal (quad Btu)",2023,0
"Syria","Coal (quad Btu)",2023,0
"Taiwan","Coal (quad Btu)",2023,0
"The Bahamas","Coal (quad Btu)",2023,0
"Timor-Leste","Coal (quad Btu)",2023,0
"Togo","Coal (quad Btu)",2023,0
"Tonga","Coal (quad Btu)",2023,0
"Trinidad and Tobago","Coal (quad Btu)",2023,0
"Tunisia","Coal (quad Btu)",2023,0
"Turkmenistan","Coal (quad Btu)",2023,0
"Turks and Caicos Islands","Coal (quad Btu)",2023,0
"Tuvalu","Coal (quad Btu)",2023,0
"U.S. Pacific Islands","Coal (quad Btu)",2023,0
"U.S. Territories","Coal (quad Btu)",2023,0
"U.S. Virgin Islands","Coal (quad Btu)",2023,0
"Uganda","Coal (quad Btu)",2023,0
"United Arab Emirates","Coal (quad Btu)",2023,0
"Uruguay","Coal (quad Btu)",2023,0
"Vanuatu","Coal (quad Btu)",2023,0
"Wake Island","Coal (quad Btu)",2023,0
"Western Sahara","Coal (quad Btu)",2023,0
"Yemen","Coal (quad Btu)",2023,0
"Algeria","Coal (quad Btu)",2022,0
"American Samoa","Coal (quad Btu)",2022,0
"Angola","Coal (quad Btu)",2022,0
"Antarctica","Coal (quad Btu)",2022,0
"Antigua and Barbuda","Coal (quad Btu)",2022,0
"Aruba","Coal (quad Btu)",2022,0
"Austria","Coal (quad Btu)",2022,0
"Azerbaijan","Coal (quad Btu)",2022,0
"Bahrain","Coal (quad Btu)",2022,0
"Barbados","Coal (quad Btu)",2022,0
"Belarus","Coal (quad Btu)",2022,0
"Belgium","Coal (quad Btu)",2022,0
"Belize","Coal (quad Btu)",2022,0
"Benin","Coal (quad Btu)",2022,0
"Bermuda","Coal (quad Btu)",2022,0
"Bolivia","Coal (quad Btu)",2022,0
"British Virgin Islands","Coal (quad Btu)",2022,0
"Brunei","Coal (quad Btu)",2022,0
"Burkina Faso","Coal (quad Btu)",2022,0
"Burundi","Coal (quad Btu)",2022,0
"Cabo Verde","Coal (quad Btu)",2022,0
"Cameroon","Coal (quad Btu)",2022,0
"Cayman Islands","Coal (quad Btu)",2022,0
"Central African Republic","Coal (quad Btu)",2022,0
"Chad","Coal (quad Btu)",2022,0
"Comoros","Coal (quad Btu)",2022,0
"Congo-Brazzaville","Coal (quad Btu)",2022,0
"Congo-Kinshasa","Coal (quad Btu)",2022,0
"Cook Islands","Coal (quad Btu)",2022,0
"Costa Rica","Coal (quad Btu)",2022,0
"Cote d'Ivoire","Coal (quad Btu)",2022,0
"Croatia","Coal (quad Btu)",2022,0
"Cuba","Coal (quad Btu)",2022,0
"Cyprus","Coal (quad Btu)",2022,0
"Denmark","Coal (quad Btu)",2022,0
"Djibouti","Coal (quad Btu)",2022,0
"Dominica","Coal (quad Btu)",2022,0
"Dominican Republic","Coal (quad Btu)",2022,0
"Ecuador","Coal (quad Btu)",2022,0
"Egypt","Coal (quad Btu)",2022,0
"El Salvador","Coal (quad Btu)",2022,0
"Equatorial Guinea","Coal (quad Btu)",2022,0
"Eritrea","Coal (quad Btu)",2022,0
"Estonia","Coal (quad Btu)",2022,0
"Falkland Islands","Coal (quad Btu)",2022,0
"Faroe Islands","Coal (quad Btu)",2022,0
"Fiji","Coal (quad Btu)",2022,0
"Finland","Coal (quad Btu)",2022,0
"France","Coal (quad Btu)",2022,0
"French Guiana","Coal (quad Btu)",2022,0
"French Polynesia","Coal (quad Btu)",2022,0
"Gabon","Coal (quad Btu)",2022,0
"Gambia, The","Coal (quad Btu)",2022,0
"Ghana","Coal (quad Btu)",2022,0
"Gibraltar","Coal (quad Btu)",2022,0
"Greenland","Coal (quad Btu)",2022,0
"Grenada","Coal (quad Btu)",2022,0
"Guadeloupe","Coal (quad Btu)",2022,0
"Guam","Coal (quad Btu)",2022,0
"Guatemala","Coal (quad Btu)",2022,0
"Guinea","Coal (quad Btu)",2022,0
"Guinea-Bissau","Coal (quad Btu)",2022,0
"Guyana","Coal (quad Btu)",2022,0
"Haiti","Coal (quad Btu)",2022,0
"Honduras","Coal (quad Btu)",2022,0
"Hong Kong","Coal (quad Btu)",2022,0
"Iceland","Coal (quad Btu)",2022,0
"Iraq","Coal (quad Btu)",2022,0
"Ireland","Coal (quad Btu)",2022,0
"Israel","Coal (quad Btu)",2022,0
"Italy","Coal (quad Btu)",2022,0
"Jamaica","Coal (quad Btu)",2022,0
"Jordan","Coal (quad Btu)",2022,0
"Kenya","Coal (quad Btu)",2022,0
"Kiribati","Coal (quad Btu)",2022,0
"Kuwait","Coal (quad Btu)",2022,0
"Latvia","Coal (quad Btu)",2022,0
"Lebanon","Coal (quad Btu)",2022,0
"Lesotho","Coal (quad Btu)",2022,0
"Liberia","Coal (quad Btu)",2022,0
"Libya","Coal (quad Btu)",2022,0
"Lithuania","Coal (quad Btu)",2022,0
"Luxembourg","Coal (quad Btu)",2022,0
"Macau","Coal (quad Btu)",2022,0
"Madagascar","Coal (quad Btu)",2022,0
"Maldives","Coal (quad Btu)",2022,0
"Mali","Coal (quad Btu)",2022,0
"Malta","Coal (quad Btu)",2022,0
"Martinique","Coal (quad Btu)",2022,0
"Mauritania","Coal (quad Btu)",2022,0
"Mauritius","Coal (quad Btu)",2022,0
"Micronesia","Coal (quad Btu)",2022,0
"Moldova","Coal (quad Btu)",2022,0
"Montserrat","Coal (quad Btu)",2022,0
"Morocco","Coal (quad Btu)",2022,0
"Namibia","Coal (quad Btu)",2022,0
"Nauru","Coal (quad Btu)",2022,0
"Netherlands","Coal (quad Btu)",2022,0
"Netherlands Antilles","Coal (quad Btu)",2022,0
"New Caledonia","Coal (quad Btu)",2022,0
"Nicaragua","Coal (quad Btu)",2022,0
"Niue","Coal (quad Btu)",2022,0
"Northern Mariana Islands","Coal (quad Btu)",2022,0
"Oman","Coal (quad Btu)",2022,0
"Palestinian Territories","Coal (quad Btu)",2022,0
"Panama","Coal (quad Btu)",2022,0
"Papua New Guinea","Coal (quad Btu)",2022,0
"Paraguay","Coal (quad Btu)",2022,0
"Portugal","Coal (quad Btu)",2022,0
"Puerto Rico","Coal (quad Btu)",2022,0
"Qatar","Coal (quad Btu)",2022,0
"Reunion","Coal (quad Btu)",2022,0
"Rwanda","Coal (quad Btu)",2022,0
"Saint Helena","Coal (quad Btu)",2022,0
"Saint Kitts and Nevis","Coal (quad Btu)",2022,0
"Saint Lucia","Coal (quad Btu)",2022,0
"Saint Pierre and Miquelon","Coal (quad Btu)",2022,0
"Saint Vincent/Grenadines","Coal (quad Btu)",2022,0
"Samoa","Coal (quad Btu)",2022,0
"Sao Tome and Principe","Coal (quad Btu)",2022,0
"Saudi Arabia","Coal (quad Btu)",2022,0
"Senegal","Coal (quad Btu)",2022,0
"Seychelles","Coal (quad Btu)",2022,0
"Sierra Leone","Coal (quad Btu)",2022,0
"Singapore","Coal (quad Btu)",2022,0
"Solomon Islands","Coal (quad Btu)",2022,0
"Somalia","Coal (quad Btu)",2022,0
"South Sudan","Coal (quad Btu)",2022,0
"Spain","Coal (quad Btu)",2022,0
"Sri Lanka","Coal (quad Btu)",2022,0
"Sudan","Coal (quad Btu)",2022,0
"Suriname","Coal (quad Btu)",2022,0
"Sweden","Coal (quad Btu)",2022,0
"Switzerland","Coal (quad Btu)",2022,0
"Syria","Coal (quad Btu)",2022,0
"Taiwan","Coal (quad Btu)",2022,0
"The Bahamas","Coal (quad Btu)",2022,0
"Timor-Leste","Coal (quad Btu)",2022,0
"Togo","Coal (quad Btu)",2022,0
"Tonga","Coal (quad Btu)",2022,0
"Trinidad and Tobago","Coal (quad Btu)",2022,0
"Tunisia","Coal (quad Btu)",2022,0
"Turkmenistan","Coal (quad Btu)",2022,0
"Turks and Caicos Islands","Coal (quad Btu)",2022,0
"Tuvalu","Coal (quad Btu)",2022,0
"U.S. Pacific Islands","Coal (quad Btu)",2022,0
"U.S. Territories","Coal (quad Btu)",2022,0
"U.S. Virgin Islands","Coal (quad Btu)",2022,0
"Uganda","Coal (quad Btu)",2022,0
"United Arab Emirates","Coal (quad Btu)",2022,0
"Uruguay","Coal (quad Btu)",2022,0
"Vanuatu","Coal (quad Btu)",2022,0
"Wake Island","Coal (quad Btu)",2022,0
"Western Sahara","Coal (quad Btu)",2022,0
"Yemen","Coal (quad Btu)",2022,0
"Algeria","Coal (quad Btu)",2021,0
"American Samoa","Coal (quad Btu)",2021,0
"Angola","Coal (quad Btu)",2021,0
"Antarctica","Coal (quad Btu)",2021,0
"Antigua and Barbuda","Coal (quad Btu)",2021,0
"Armenia","Coal (quad Btu)",2021,0
"Aruba","Coal (quad Btu)",2021,0
"Austria","Coal (quad Btu)",2021,0
"Azerbaijan","Coal (quad Btu)",2021,0
"Bahrain","Coal (quad Btu)",2021,0
"Barbados","Coal (quad Btu)",2021,0
"Belarus","Coal (quad Btu)",2021,0
"Belgium","Coal (quad Btu)",2021,0
"Belize","Coal (quad Btu)",2021,0
"Benin","Coal (quad Btu)",2021,0
"Bermuda","Coal (quad Btu)",2021,0
"Bolivia","Coal (quad Btu)",2021,0
"British Virgin Islands","Coal (quad Btu)",2021,0
"Brunei","Coal (quad Btu)",2021,0
"Burkina Faso","Coal (quad Btu)",2021,0
"Burundi","Coal (quad Btu)",2021,0
"Cabo Verde","Coal (quad Btu)",2021,0
"Cambodia","Coal (quad Btu)",2021,0
"Cameroon","Coal (quad Btu)",2021,0
"Cayman Islands","Coal (quad Btu)",2021,0
"Central African Republic","Coal (quad Btu)",2021,0
"Chad","Coal (quad Btu)",2021,0
"Comoros","Coal (quad Btu)",2021,0
"Congo-Brazzaville","Coal (quad Btu)",2021,0
"Congo-Kinshasa","Coal (quad Btu)",2021,0
"Cook Islands","Coal (quad Btu)",2021,0
"Costa Rica","Coal (quad Btu)",2021,0
"Cote d'Ivoire","Coal (quad Btu)",2021,0
"Croatia","Coal (quad Btu)",2021,0
"Cuba","Coal (quad Btu)",2021,0
"Cyprus","Coal (quad Btu)",2021,0
"Denmark","Coal (quad Btu)",2021,0
"Djibouti","Coal (quad Btu)",2021,0
"Dominica","Coal (quad Btu)",2021,0
"Dominican Republic","Coal (quad Btu)",2021,0
"Ecuador","Coal (quad Btu)",2021,0
"Egypt","Coal (quad Btu)",2021,0
"El Salvador","Coal (quad Btu)",2021,0
"Equatorial Guinea","Coal (quad Btu)",2021,0
"Eritrea","Coal (quad Btu)",2021,0
"Estonia","Coal (quad Btu)",2021,0
"Ethiopia","Coal (quad Btu)",2021,0
"Falkland Islands","Coal (quad Btu)",2021,0
"Faroe Islands","Coal (quad Btu)",2021,0
"Fiji","Coal (quad Btu)",2021,0
"Finland","Coal (quad Btu)",2021,0
"France","Coal (quad Btu)",2021,0
"French Guiana","Coal (quad Btu)",2021,0
"French Polynesia","Coal (quad Btu)",2021,0
"Gabon","Coal (quad Btu)",2021,0
"Gambia, The","Coal (quad Btu)",2021,0
"Ghana","Coal (quad Btu)",2021,0
"Gibraltar","Coal (quad Btu)",2021,0
"Greenland","Coal (quad Btu)",2021,0
"Grenada","Coal (quad Btu)",2021,0
"Guadeloupe","Coal (quad Btu)",2021,0
"Guam","Coal (quad Btu)",2021,0
"Guatemala","Coal (quad Btu)",2021,0
"Guinea","Coal (quad Btu)",2021,0
"Guinea-Bissau","Coal (quad Btu)",2021,0
"Guyana","Coal (quad Btu)",2021,0
"Haiti","Coal (quad Btu)",2021,0
"Honduras","Coal (quad Btu)",2021,0
"Hong Kong","Coal (quad Btu)",2021,0
"Iceland","Coal (quad Btu)",2021,0
"Iraq","Coal (quad Btu)",2021,0
"Ireland","Coal (quad Btu)",2021,0
"Israel","Coal (quad Btu)",2021,0
"Italy","Coal (quad Btu)",2021,0
"Jamaica","Coal (quad Btu)",2021,0
"Jordan","Coal (quad Btu)",2021,0
"Kenya","Coal (quad Btu)",2021,0
"Kiribati","Coal (quad Btu)",2021,0
"Kuwait","Coal (quad Btu)",2021,0
"Latvia","Coal (quad Btu)",2021,0
"Lebanon","Coal (quad Btu)",2021,0
"Lesotho","Coal (quad Btu)",2021,0
"Liberia","Coal (quad Btu)",2021,0
"Libya","Coal (quad Btu)",2021,0
"Lithuania","Coal (quad Btu)",2021,0
"Luxembourg","Coal (quad Btu)",2021,0
